"Posição","Nome","Localidade","2007","Unidade","Multiplicador"
"1","Algodão",,,"",""
"1.1","Arbóreo",,,"",""
"1.1.1","Caroço",,,"",""
"1.1.1.1","Área colhida","Abaiara","-","ha",1
"1.1.1.1","Área colhida","Acarape","-","ha",1
"1.1.1.1","Área colhida","Acaraú","-","ha",1
"1.1.1.1","Área colhida","Acopiara","-","ha",1
"1.1.1.1","Área colhida","Aiuaba","-","ha",1
"1.1.1.1","Área colhida","Alcântaras","-","ha",1
"1.1.1.1","Área colhida","Altaneira","-","ha",1
"1.1.1.1","Área colhida","Alto Santo","-","ha",1
"1.1.1.1","Área colhida","Amontada","-","ha",1
"1.1.1.1","Área colhida","Antonina do Norte","-","ha",1
"1.1.1.1","Área colhida","Apuiarés","5","ha",1
"1.1.1.1","Área colhida","Aquiraz","-","ha",1
"1.1.1.1","Área colhida","Aracati","-","ha",1
"1.1.1.1","Área colhida","Aracoiaba","-","ha",1
"1.1.1.1","Área colhida","Ararendá","-","ha",1
"1.1.1.1","Área colhida","Araripe","-","ha",1
"1.1.1.1","Área colhida","Aratuba","-","ha",1
"1.1.1.1","Área colhida","Arneiroz","-","ha",1
"1.1.1.1","Área colhida","Assaré","-","ha",1
"1.1.1.1","Área colhida","Aurora","-","ha",1
"1.1.1.1","Área colhida","Baixio","-","ha",1
"1.1.1.1","Área colhida","Banabuiú","-","ha",1
"1.1.1.1","Área colhida","Barbalha","-","ha",1
"1.1.1.1","Área colhida","Barreira","-","ha",1
"1.1.1.1","Área colhida","Barro","-","ha",1
"1.1.1.1","Área colhida","Barroquinha","-","ha",1
"1.1.1.1","Área colhida","Baturité","-","ha",1
"1.1.1.1","Área colhida","Beberibe","-","ha",1
"1.1.1.1","Área colhida","Bela Cruz","-","ha",1
"1.1.1.1","Área colhida","Boa Viagem","-","ha",1
"1.1.1.1","Área colhida","Brejo Santo","-","ha",1
"1.1.1.1","Área colhida","Camocim","-","ha",1
"1.1.1.1","Área colhida","Campos Sales","-","ha",1
"1.1.1.1","Área colhida","Canindé","-","ha",1
"1.1.1.1","Área colhida","Capistrano","-","ha",1
"1.1.1.1","Área colhida","Caridade","-","ha",1
"1.1.1.1","Área colhida","Cariré","-","ha",1
"1.1.1.1","Área colhida","Caririaçu","-","ha",1
"1.1.1.1","Área colhida","Cariús","-","ha",1
"1.1.1.1","Área colhida","Carnaubal","-","ha",1
"1.1.1.1","Área colhida","Cascavel","-","ha",1
"1.1.1.1","Área colhida","Catarina","-","ha",1
"1.1.1.1","Área colhida","Catunda","-","ha",1
"1.1.1.1","Área colhida","Caucaia","-","ha",1
"1.1.1.1","Área colhida","Cedro","-","ha",1
"1.1.1.1","Área colhida","Chaval","-","ha",1
"1.1.1.1","Área colhida","Choró","-","ha",1
"1.1.1.1","Área colhida","Chorozinho","-","ha",1
"1.1.1.1","Área colhida","Coreaú","-","ha",1
"1.1.1.1","Área colhida","Crateús","-","ha",1
"1.1.1.1","Área colhida","Crato","-","ha",1
"1.1.1.1","Área colhida","Croatá","-","ha",1
"1.1.1.1","Área colhida","Cruz","-","ha",1
"1.1.1.1","Área colhida","Deputado Irapuan Pinheiro","-","ha",1
"1.1.1.1","Área colhida","Ererê","-","ha",1
"1.1.1.1","Área colhida","Eusébio","-","ha",1
"1.1.1.1","Área colhida","Farias Brito","-","ha",1
