Municipio,Ano,Total,Media
Potiretama,2015,353.25,29.44
Itaitinga,2015,1403.0,116.92
Altaneira,2015,591.9,49.32
Farias Brito,2015,452.75,37.73
Jati,2015,538.7,44.89
Nova Olinda,2015,523.6,43.63
Quixadá,2015,356.25,29.69
Pereiro,2015,609.0,50.75
Groaíras,2015,485.3,40.44
Cariús,2015,485.2,40.43
Graça,2015,734.5,61.21
Choró,2015,474.1,39.51
Jaguaruana,2015,389.4,32.45
Viçosa do Ceará,2015,668.71,55.73
São Luís do Curu,2015,655.0,59.55
Baixio,2015,525.0,43.75
Piquet Carneiro,2015,380.0,31.67
Tururu,2015,552.8,46.07
Morada Nova,2015,537.52,44.79
Quixelô,2015,501.8,41.82
Nova Russas,2015,607.2,50.6
Acarape,2015,846.0,70.5
Aracati,2015,535.83,44.65
Orós,2015,468.09,39.01
Monsenhor Tabosa,2015,396.8,33.07
Itapipoca,2015,990.51,82.54
Mombaça,2015,439.6,36.63
Marco,2015,832.7,69.39
Pires Ferreira,2015,500.1,41.67
Catarina,2015,412.0,34.33
Ererê,2015,595.35,49.61
Guaraciaba do Norte,2015,694.68,57.89
Iracema,2015,462.9,38.58
Croatá,2015,349.85,29.15
Paramoti,2015,759.5,63.29
Ubajara,2015,966.15,80.51
Ipaporanga,2015,474.0,39.5
Carnaubal,2015,337.0,28.08
Massapê,2015,477.85,39.82
Chaval,2015,701.3,58.44
São Benedito,2015,830.3,69.19
Aracoiaba,2015,659.3,54.94
Potengi,2015,477.0,39.75
Granja,2015,896.85,74.74
Missão Velha,2015,779.72,64.98
Poranga,2015,490.5,40.88
Granjeiro,2015,576.4,48.03
Senador Sá,2015,707.0,58.92
Icó,2015,590.22,49.19
Pedra Branca,2015,617.55,51.46
Tarrafas,2015,408.5,34.04
Maranguape,2015,960.18,80.01
Palhano,2015,324.0,27.0
Campos Sales,2015,530.95,44.25
Caridade,2015,532.55,44.38
São Gonçalo do Amarante,2015,1166.62,97.22
Horizonte,2015,1123.3,93.61
Paracuru,2015,1027.4,85.62
Santana do Cariri,2015,606.0,50.5
Amontada,2015,668.13,55.68
Quiterianópolis,2015,499.85,41.65
Tauá,2015,336.44,28.04
Brejo Santo,2015,589.55,49.13
Lavras da Mangabeira,2015,640.33,53.36
Ocara,2015,675.9,56.32
Caririaçu,2015,558.5,46.54
Aurora,2015,541.45,45.12
Barreira,2015,752.1,107.44
Maracanaú,2015,1260.62,105.05
Bela Cruz,2015,967.85,80.65
Meruoca,2015,838.0,69.83
Pacatuba,2015,1284.6,107.05
Frecheirinha,2015,595.0,49.58
Pacujá,2015,466.6,38.88
Salitre,2015,519.2,43.27
General Sampaio,2015,618.3,51.53
Banabuiú,2015,367.05,30.59
São João do Jaguaribe,2015,262.6,21.88
Abaiara,2015,373.0,31.08
Umirim,2015,722.4,60.2
Irauçuba,2015,358.4,29.87
Guaiúba,2015,1097.5,109.75
Crateús,2015,418.88,34.91
Palmácia,2015,1221.55,101.8
Beberibe,2015,845.7,70.48
Mucambo,2015,626.0,52.17
Martinópole,2015,692.0,62.91
Jaguaribara,2015,461.3,38.44
Tabuleiro do Norte,2015,512.3,42.69
Acopiara,2015,579.5,48.29
Saboeiro,2015,400.75,33.4
Pacoti,2015,1378.5,114.88
Quixeramobim,2015,426.3,35.52
Cariré,2015,627.9,52.32
Alto Santo,2015,341.05,28.42
Barro,2015,557.14,46.43
Itaiçaba,2015,612.0,51.0
Barroquinha,2015,1063.7,88.64
Crato,2015,990.9,82.58
Moraújo,2015,783.0,65.25
Itapiúna,2015,681.4,56.78
Limoeiro do Norte,2015,436.02,36.34
Catunda,2015,497.25,41.44
Chorozinho,2015,641.0,58.27
Madalena,2015,303.9,25.32
Acaraú,2015,1071.95,89.33
Várzea Alegre,2015,496.8,41.4
Jardim,2015,503.0,41.92
