Municipio,Ano,Total,Media
Potiretama,2011,922.75,76.9
Itaitinga,2011,1486.0,123.83
Altaneira,2011,1317.2,109.77
Farias Brito,2011,1367.0,136.7
Jati,2011,879.75,73.31
Nova Olinda,2011,905.0,75.42
Quixadá,2011,693.58,57.8
Pereiro,2011,927.15,77.26
Groaíras,2011,515.0,51.5
Cariús,2011,1405.22,117.1
Graça,2011,1475.6,122.97
Choró,2011,749.0,68.09
Jaguaruana,2011,1048.1,87.34
Viçosa do Ceará,2011,1463.7,121.97
São Luís do Curu,2011,1222.0,101.83
Baixio,2011,1126.8,102.44
Piquet Carneiro,2011,851.85,70.99
Tururu,2011,1371.4,114.28
Morada Nova,2011,1071.62,89.3
Quixelô,2011,1084.25,90.35
Nova Russas,2011,971.62,80.97
Acarape,2011,1400.0,116.67
Aracati,2011,1149.8,95.82
Orós,2011,1132.73,94.39
Monsenhor Tabosa,2011,745.15,62.1
Itapipoca,2011,1510.85,125.9
Mombaça,2011,974.97,81.25
Marco,2011,1259.75,104.98
Pires Ferreira,2011,1234.0,102.83
Catarina,2011,969.1,80.76
Ererê,2011,835.5,69.62
Guaraciaba do Norte,2011,1249.92,104.16
Iracema,2011,1146.29,95.52
Croatá,2011,722.85,60.24
Paramoti,2011,953.8,79.48
Ubajara,2011,1321.2,120.11
Ipaporanga,2011,887.0,73.92
Carnaubal,2011,581.7,72.71
Massapê,2011,1346.7,112.23
Chaval,2011,1503.0,136.64
São Benedito,2011,1360.4,113.37
Aracoiaba,2011,1162.35,96.86
Potengi,2011,775.0,64.58
Granja,2011,1524.88,127.07
Missão Velha,2011,1404.75,117.06
Poranga,2011,807.75,67.31
Granjeiro,2011,1522.5,126.88
Senador Sá,2011,1310.27,109.19
Icó,2011,1123.33,93.61
Pedra Branca,2011,1197.75,99.81
Tarrafas,2011,741.3,61.77
Maranguape,2011,1104.63,92.05
Palhano,2011,1039.2,86.6
Campos Sales,2011,681.34,56.78
Caridade,2011,808.35,67.36
São Gonçalo do Amarante,2011,1418.96,118.25
Horizonte,2011,1473.6,122.8
Paracuru,2011,1365.2,113.77
Santana do Cariri,2011,1353.4,112.78
Amontada,2011,1527.21,127.27
Quiterianópolis,2011,725.25,60.44
Tauá,2011,748.08,62.34
Brejo Santo,2011,1193.32,99.44
Lavras da Mangabeira,2011,1570.11,130.84
Ocara,2011,1188.16,99.01
Caririaçu,2011,1505.75,125.48
Aurora,2011,1194.28,99.52
Barreira,2011,1064.0,88.67
Maracanaú,2011,1665.53,138.79
Bela Cruz,2011,1392.9,116.08
Meruoca,2011,1540.4,128.37
Pacatuba,2011,1702.1,141.84
Frecheirinha,2011,1042.0,86.83
Pacujá,2011,1251.4,104.28
Salitre,2011,485.25,40.44
General Sampaio,2011,711.7,59.31
Banabuiú,2011,754.52,62.88
São João do Jaguaribe,2011,901.75,75.15
Abaiara,2011,859.5,71.62
Umirim,2011,1019.2,84.93
Irauçuba,2011,623.34,51.94
Guaiúba,2011,1412.8,117.73
Crateús,2011,931.92,77.66
Palmácia,2011,1945.4,162.12
Beberibe,2011,1182.83,98.57
Mucambo,2011,1186.0,98.83
Martinópole,2011,1197.0,99.75
Jaguaribara,2011,548.6,45.72
Tabuleiro do Norte,2011,1159.9,96.66
Acopiara,2011,993.55,82.8
Saboeiro,2011,925.0,77.08
Pacoti,2011,1711.5,142.62
Quixeramobim,2011,1022.42,85.2
Cariré,2011,981.9,81.83
Alto Santo,2011,890.9,74.24
Barro,2011,1225.65,102.14
Itaiçaba,2011,997.7,83.14
Barroquinha,2011,1426.9,118.91
Crato,2011,1512.03,126.0
Moraújo,2011,1159.0,144.88
Itapiúna,2011,724.5,60.38
Limoeiro do Norte,2011,1140.55,95.05
Catunda,2011,849.5,70.79
Chorozinho,2011,520.0,43.33
Madalena,2011,579.02,48.25
Acaraú,2011,1482.85,123.57
Várzea Alegre,2011,983.15,81.93
Jardim,2011,1074.3,89.52
Alcântaras,2011,1158.8,96.57
Pacajus,2011,1316.25,109.69
Ararendá,2011,970.2,80.85
Paraipaba,2011,1332.0,111.0
Itapajé,2011,1180.2,98.35
Mulungu,2011,870.9,79.17
Varjota,2011,1210.5,100.88
Porteiras,2011,1314.85,109.57
Jaguaribe,2011,1005.65,83.8
Cruz,2011,2064.0,172.0
Quixeré,2011,959.3,87.21
Fortim,2011,1312.3,109.36
Ibicuitinga,2011,767.6,63.97
Reriutaba,2011,1323.55,110.3
Aratuba,2011,1479.3,123.27
Capistrano,2011,962.0,80.17
Penaforte,2011,718.6,59.88
Boa Viagem,2011,813.28,67.77
Antonina do Norte,2011,731.6,60.97
Tejuçuoca,2011,522.25,43.52
Jucás,2011,1136.85,94.74
Arneiroz,2011,751.4,62.62
Cedro,2011,1344.6,112.05
Barbalha,2011,1417.1,118.09
Ipu,2011,1235.25,102.94
Cascavel,2011,1364.8,113.73
Assaré,2011,999.4,83.28
Guaramiranga,2011,1718.7,143.22
Tianguá,2011,1216.65,101.39
Parambu,2011,651.75,54.31
Baturité,2011,1167.4,97.28
Icapuí,2011,1268.42,105.7
Ipaumirim,2011,1214.77,101.23
Aquiraz,2011,1627.25,135.6
Hidrolândia,2011,942.25,78.52
Camocim,2011,1242.7,103.56
Pentecoste,2011,1011.85,84.32
Miraíma,2011,1037.3,86.44
Tamboril,2011,853.89,71.16
Deputado Irapuan Pinheiro,2011,906.0,75.5
Morrinhos,2011,1425.0,118.75
Itarema,2011,1498.0,124.83
Jijoca de Jericoacoara,2011,1096.85,91.4
Senador Pompeu,2011,1313.2,109.43
Novo Oriente,2011,824.0,68.67
Forquilha,2011,1080.8,90.07
Uruburetama,2011,1587.5,132.29
Ipueiras,2011,1064.81,88.73
Milagres,2011,1033.1,86.09
Ibiapina,2011,2382.0,198.5
Araripe,2011,967.85,80.65
Solonópole,2011,893.1,74.42
Trairi,2011,1503.35,125.28
Eusébio,2011,2072.0,172.67
Santana do Acaraú,2011,960.0,80.0
Milhã,2011,927.0,77.25
Itatira,2011,841.64,70.14
Mauriti,2011,1268.05,105.67
Jaguaretama,2011,650.93,54.24
Fortaleza,2011,2035.56,169.63
Russas,2011,953.18,79.43
Sobral,2011,903.21,75.27
Aiuaba,2011,655.79,54.65
Independência,2011,723.7,60.31
Ibaretama,2011,933.45,77.79
Apuiarés,2011,990.6,82.55
Juazeiro do Norte,2011,1529.0,127.42
Coreaú,2011,1209.03,100.75
Uruoca,2011,1542.08,128.51
Santa Quitéria,2011,1053.18,87.77
Iguatu,2011,1282.5,106.87
Canindé,2011,861.75,71.81
Pindoretama,2011,1777.0,148.08
Caucaia,2011,1021.06,85.09
Redenção,2011,1422.3,118.53
Umari,2011,805.75,67.15
