id,Localidade,2014
2300101,Abaiara,0.0
2300150,Acarape,0.0
2300200,Acaraú,0.0
2300309,Acopiara,0.0
2300408,Aiuaba,0.0
2300507,Alcântaras,0.0
2300606,Altaneira,0.0
2300705,Alto Santo,0.0
2300754,Amontada,0.0
2300804,Antonina do Norte,0.0
2300903,Apuiarés,0.0
2301000,Aquiraz,0.0
2301109,Aracati,0.0
2301208,Aracoiaba,0.0
2301257,Ararendá,0.0
2301307,Araripe,0.0
2301406,Aratuba,0.0
2301505,Arneiroz,0.0
2301604,Assaré,0.0
2301703,Aurora,0.0
2301802,Baixio,0.0
2301851,Banabuiú,0.0
2301901,Barbalha,0.0
2301950,Barreira,0.0
2302008,Barro,0.0
2302057,Barroquinha,0.0
2302107,Baturité,0.0
2302206,Beberibe,0.0
2302305,Bela Cruz,0.0
2302404,Boa Viagem,0.0
2302503,Brejo Santo,0.0
2302602,Camocim,0.0
2302701,Campos Sales,0.0
2302800,Canindé,0.0
2302909,Capistrano,0.0
2303006,Caridade,0.0
2303105,Cariré,0.0
2303204,Caririaçu,0.0
2303303,Cariús,0.0
2303402,Carnaubal,0.0
2303501,Cascavel,0.0
2303600,Catarina,0.0
2303659,Catunda,0.0
2303709,Caucaia,0.0
2303808,Cedro,0.0
2303907,Chaval,0.0
2303931,Choró,0.0
2303956,Chorozinho,0.0
2304004,Coreaú,0.0
2304103,Crateús,0.0
2304202,Crato,0.0
2304236,Croatá,0.0
2304251,Cruz,0.0
2304269,Deputado Irapuan Pinheiro,0.0
2304277,Ererê,0.0
2304285,Eusébio,0.0
2304301,Farias Brito,0.0
2304350,Forquilha,0.0
2304400,Fortaleza,0.0
2304459,Fortim,0.0
2304509,Frecheirinha,0.0
2304608,General Sampaio,0.0
2304657,Graça,0.0
2304707,Granja,0.0
2304806,Granjeiro,0.0
2304905,Groaíras,0.0
2304954,Guaiúba,0.0
2305001,Guaraciaba do Norte,0.0
2305100,Guaramiranga,0.0
2305209,Hidrolândia,0.0
2305233,Horizonte,0.0
2305266,Ibaretama,0.0
2305308,Ibiapina,0.0
2305332,Ibicuitinga,0.0
2305357,Icapuí,0.0
2305407,Icó,0.0
2305506,Iguatu,0.0
2305605,Independência,0.0
2305654,Ipaporanga,0.0
2305704,Ipaumirim,0.0
2305803,Ipu,0.0
2305902,Ipueiras,0.0
2306009,Iracema,0.0
2306108,Irauçuba,0.0
2306207,Itaiçaba,0.0
2306256,Itaitinga,0.0
2306306,Itapajé,0.0
2306405,Itapipoca,0.0
2306504,Itapiúna,0.0
2306553,Itarema,0.0
2306603,Itatira,0.0
2306702,Jaguaretama,0.0
2306801,Jaguaribara,0.0
2306900,Jaguaribe,0.0
2307007,Jaguaruana,0.0
2307106,Jardim,0.0
2307205,Jati,0.0
2307254,Jijoca de Jericoacoara,0.0
2307304,Juazeiro do Norte,0.0
2307403,Jucás,0.0
2307502,Lavras da Mangabeira,0.0
2307601,Limoeiro do Norte,0.0
2307635,Madalena,0.0
2307650,Maracanaú,0.0
2307700,Maranguape,0.0
2307809,Marco,0.0
2307908,Martinópole,0.0
2308005,Massapê,0.0
2308104,Mauriti,0.0
2308203,Meruoca,0.0
2308302,Milagres,0.0
2308351,Milhã,0.0
2308377,Miraíma,0.0
2308401,Missão Velha,0.0
2308500,Mombaça,0.0
2308609,Monsenhor Tabosa,0.0
2308708,Morada Nova,0.0
2308807,Moraújo,0.0
2308906,Morrinhos,0.0
2309003,Mucambo,0.0
2309102,Mulungu,0.0
2309201,Nova Olinda,0.0
2309300,Nova Russas,0.0
2309409,Novo Oriente,0.0
2309458,Ocara,0.0
2309508,Orós,0.0
2309607,Pacajus,0.0
2309706,Pacatuba,0.0
2309805,Pacoti,0.0
2309904,Pacujá,0.0
2310001,Palhano,0.0
2310100,Palmácia,0.0
2310209,Paracuru,0.0
2310258,Paraipaba,0.0
2310308,Parambu,0.0
2310407,Paramoti,0.0
2310506,Pedra Branca,0.0
2310605,Penaforte,0.0
2310704,Pentecoste,0.0
2310803,Pereiro,0.0
2310852,Pindoretama,0.0
2310902,Piquet Carneiro,0.0
2310951,Pires Ferreira,0.0
2311009,Poranga,0.0
2311108,Porteiras,0.0
2311207,Potengi,0.0
2311231,Potiretama,0.0
2311264,Quiterianópolis,0.0
2311306,Quixadá,0.0
2311355,Quixelô,0.0
2311405,Quixeramobim,0.0
2311504,Quixeré,0.0
2311603,Redenção,0.0
2311702,Reriutaba,0.0
2311801,Russas,0.0
2311900,Saboeiro,0.0
2311959,Salitre,0.0
2312007,Santana do Acaraú,0.0
2312106,Santana do Cariri,0.0
2312205,Santa Quitéria,0.0
2312304,São Benedito,0.0
2312403,São Gonçalo do Amarante,0.0
2312502,São João do Jaguaribe,0.0
2312601,São Luís do Curu,0.0
2312700,Senador Pompeu,0.0
2312809,Senador Sá,0.0
2312908,Sobral,0.0
2313005,Solonópole,0.0
2313104,Tabuleiro do Norte,0.0
2313203,Tamboril,0.0
2313252,Tarrafas,0.0
2313302,Tauá,0.0
2313351,Tejuçuoca,0.0
2313401,Tianguá,0.0
2313500,Trairi,0.0
2313559,Tururu,0.0
2313609,Ubajara,0.0
2313708,Umari,0.0
2313757,Umirim,0.0
2313807,Uruburetama,0.0
2313906,Uruoca,0.0
2313955,Varjota,0.0
2314003,Várzea Alegre,0.0
2314102,Viçosa do Ceará,0.0
