"Posição","Nome","Localidade","2006","Unidade","Multiplicador"
"1","Características dos estabelecimentos",,,"",""
"1.1","Área dos estabelecimentos agropecuários","Abaiara","8283","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Acarape","4422","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Acaraú","42550","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Acopiara","137143","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Aiuaba","137657","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Alcântaras","7121","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Altaneira","3268","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Alto Santo","71965","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Amontada","34880","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Antonina do Norte","14226","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Apuiarés","37166","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Aquiraz","19035","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Aracati","23705","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Aracoiaba","31844","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Ararendá","17546","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Araripe","54720","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Aratuba","9143","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Arneiroz","74395","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Assaré","50212","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Aurora","60480","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Baixio","10576","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Banabuiú","63232","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Barbalha","21168","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Barreira","25747","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Barro","39631","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Barroquinha","6608","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Baturité","25341","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Beberibe","104706","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Bela Cruz","41989","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Boa Viagem","152680","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Brejo Santo","32846","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Camocim","46881","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Campos Sales","35799","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Canindé","109686","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Capistrano","11315","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Caridade","29720","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Cariré","37915","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Caririaçu","42035","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Cariús","40665","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Carnaubal","8399","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Cascavel","26319","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Catarina","45998","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Catunda","63202","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Caucaia","43559","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Cedro","36990","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Chaval","3730","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Choró","43087","hectares",1
"1.1","Área dos estabelecimentos agropecuários","Chorozinho","20336","hectares",1
